unsorted_times,reversed_times,nearly_sorted_times,sorted_times
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
4000000,4000000,4000000,4000000
